ds,sortby,pushed,language,repo_count,repo_data_count
2022-03-31,stars,004_1month,ada,35,35
2022-03-31,stars,004_1month,coq,23,23
2022-03-31,stars,004_1month,lean,11,11
2022-03-31,stars,004_1month,isabelle,9,9
2022-03-31,stars,004_1month,agda,8,8
2022-03-31,stars,004_1month,sml,8,8
2022-03-31,stars,004_1month,idris,6,6
2022-03-31,stars,004_1month,tla,4,4
2022-03-31,stars,013_3month,coq,63,63
2022-03-31,stars,013_3month,ada,61,61
2022-03-31,stars,013_3month,sml,32,32
2022-03-31,stars,013_3month,agda,23,23
2022-03-31,stars,013_3month,lean,20,20
2022-03-31,stars,013_3month,isabelle,17,17
2022-03-31,stars,013_3month,idris,9,9
2022-03-31,stars,013_3month,tla,5,5
2022-03-31,stars,026_6month,coq,87,87
2022-03-31,stars,026_6month,ada,85,85
2022-03-31,stars,026_6month,sml,56,56
2022-03-31,stars,026_6month,agda,32,32
2022-03-31,stars,026_6month,lean,29,29
2022-03-31,stars,026_6month,isabelle,26,26
2022-03-31,stars,026_6month,idris,18,18
2022-03-31,stars,026_6month,tla,9,9
2022-03-31,stars,052_1year,ada,123,123
2022-03-31,stars,052_1year,coq,120,120
2022-03-31,stars,052_1year,sml,103,103
2022-03-31,stars,052_1year,agda,48,48
2022-03-31,stars,052_1year,lean,44,44
2022-03-31,stars,052_1year,isabelle,36,36
2022-03-31,stars,052_1year,idris,27,27
2022-03-31,stars,052_1year,tla,18,18
2022-03-31,stars,156_3year,coq,326,326
2022-03-31,stars,156_3year,ada,255,255
2022-03-31,stars,156_3year,sml,232,232
2022-03-31,stars,156_3year,agda,109,109
2022-03-31,stars,156_3year,lean,67,67
2022-03-31,stars,156_3year,isabelle,61,61
2022-03-31,stars,156_3year,idris,56,56
2022-03-31,stars,156_3year,tla,46,46
2022-03-31,stars,alltime,coq,523,523
2022-03-31,stars,alltime,ada,454,454
2022-03-31,stars,alltime,sml,433,433
2022-03-31,stars,alltime,agda,202,202
2022-03-31,stars,alltime,idris,142,142
2022-03-31,stars,alltime,isabelle,97,97
2022-03-31,stars,alltime,lean,85,85
2022-03-31,stars,alltime,tla,65,65
