ds,sortby,pushed,language,repo_count,repo_data_count
2022-02-10,stars,001_1week,go,2195,1000
2022-02-10,stars,001_1week,rust,1111,1000
2022-02-10,stars,001_1week,elixir,135,135
2022-02-10,stars,001_1week,haskell,130,130
2022-02-10,stars,001_1week,ocaml,63,63
2022-02-10,stars,001_1week,coq,17,17
2022-02-10,stars,001_1week,ada,16,16
2022-02-10,stars,001_1week,erlang,15,15
2022-02-10,stars,001_1week,lean,8,8
2022-02-10,stars,001_1week,sml,5,5
2022-02-10,stars,001_1week,agda,3,3
2022-02-10,stars,001_1week,idris,2,2
2022-02-10,stars,001_1week,isabelle,1,1
2022-02-10,stars,001_1week,tla,1,1
