ds,language,license_key,topic,repo_count
2022-02-10,ada,apache-2.0,ada,3
2022-02-10,ada,mit,ada,2
2022-02-10,coq,,coq,3
2022-02-10,elixir,,elixir,14
2022-02-10,elixir,,phoenix,5
2022-02-10,elixir,,elixir-lang,4
2022-02-10,elixir,,liveview,2
2022-02-10,elixir,,tailwindcss,2
2022-02-10,elixir,agpl-3.0,elixir,3
2022-02-10,elixir,agpl-3.0,activitypub,2
2022-02-10,elixir,agpl-3.0,decentralized,2
2022-02-10,elixir,agpl-3.0,phoenix,2
2022-02-10,elixir,agpl-3.0,tailwindcss,2
2022-02-10,elixir,apache-2.0,elixir,13
2022-02-10,elixir,apache-2.0,nerves,3
2022-02-10,elixir,apache-2.0,data-processing,2
2022-02-10,elixir,apache-2.0,elixir-lang,2
2022-02-10,elixir,apache-2.0,elixir-phoenix,2
2022-02-10,elixir,apache-2.0,otp,2
2022-02-10,elixir,apache-2.0,webassembly,2
2022-02-10,elixir,gpl-3.0,elixir,2
2022-02-10,elixir,mit,elixir,25
2022-02-10,elixir,mit,elixir-lang,6
2022-02-10,elixir,mit,phoenix,6
2022-02-10,elixir,mit,hacktoberfest,3
2022-02-10,elixir,mit,json,3
2022-02-10,elixir,mit,phoenix-framework,3
2022-02-10,elixir,mit,code-generator,2
2022-02-10,elixir,mit,cryptocurrency,2
2022-02-10,elixir,mit,dashboard,2
2022-02-10,elixir,mit,data-science,2
2022-02-10,elixir,mit,ecto,2
2022-02-10,elixir,mit,elm,2
2022-02-10,elixir,mit,elm-lang,2
2022-02-10,elixir,mit,graphql,2
2022-02-10,elixir,mit,property-based-testing,2
2022-02-10,elixir,mit,trading,2
2022-02-10,erlang,apache-2.0,erlang,6
2022-02-10,erlang,apache-2.0,erlang-library,3
2022-02-10,erlang,other,erlang,2
2022-02-10,go,,golang,6
2022-02-10,go,,docker,3
2022-02-10,go,,kubernetes,3
2022-02-10,go,,aws,2
2022-02-10,go,,blockchain,2
2022-02-10,go,,echo-framework,2
2022-02-10,go,,gin-gonic,2
2022-02-10,go,,go,2
2022-02-10,go,,hacktoberfest,2
2022-02-10,go,agpl-3.0,golang,11
2022-02-10,go,agpl-3.0,go,5
2022-02-10,go,agpl-3.0,hacktoberfest,3
2022-02-10,go,agpl-3.0,monitoring,3
2022-02-10,go,agpl-3.0,react,3
2022-02-10,go,agpl-3.0,blockchain,2
2022-02-10,go,agpl-3.0,google-cloud-storage,2
2022-02-10,go,agpl-3.0,linux,2
2022-02-10,go,agpl-3.0,metrics,2
2022-02-10,go,agpl-3.0,pmm,2
2022-02-10,go,agpl-3.0,prometheus,2
2022-02-10,go,agpl-3.0,s3,2
2022-02-10,go,agpl-3.0,security,2
2022-02-10,go,agpl-3.0,self-hosted,2
2022-02-10,go,agpl-3.0,storage,2
2022-02-10,go,apache-2.0,kubernetes,127
2022-02-10,go,apache-2.0,golang,102
2022-02-10,go,apache-2.0,go,64
2022-02-10,go,apache-2.0,hacktoberfest,40
2022-02-10,go,apache-2.0,docker,32
2022-02-10,go,apache-2.0,containers,28
2022-02-10,go,apache-2.0,cloud-native,19
2022-02-10,go,apache-2.0,security,19
2022-02-10,go,apache-2.0,k8s,18
2022-02-10,go,apache-2.0,prometheus,16
2022-02-10,go,apache-2.0,aws,15
2022-02-10,go,apache-2.0,devops,14
2022-02-10,go,apache-2.0,cli,13
2022-02-10,go,apache-2.0,grpc,13
2022-02-10,go,apache-2.0,observability,13
2022-02-10,go,apache-2.0,operator,13
2022-02-10,go,apache-2.0,helm,12
2022-02-10,go,apache-2.0,blockchain,10
2022-02-10,go,apache-2.0,cncf,10
2022-02-10,go,apache-2.0,database,10
2022-02-10,go,apache-2.0,gitops,10
2022-02-10,go,apache-2.0,microservice,10
2022-02-10,go,apache-2.0,monitoring,10
2022-02-10,go,apache-2.0,metrics,9
2022-02-10,go,apache-2.0,oci,9
2022-02-10,go,apache-2.0,container,8
2022-02-10,go,apache-2.0,microservices,8
2022-02-10,go,apache-2.0,openshift,8
2022-02-10,go,apache-2.0,serverless,8
2022-02-10,go,apache-2.0,testing,8
2022-02-10,go,apache-2.0,cloud,7
2022-02-10,go,apache-2.0,gcp,7
2022-02-10,go,apache-2.0,kubernetes-cluster,7
2022-02-10,go,apache-2.0,kubernetes-operator,7
2022-02-10,go,apache-2.0,mysql,7
2022-02-10,go,apache-2.0,postgresql,7
2022-02-10,go,apache-2.0,terraform,7
2022-02-10,go,apache-2.0,authorization,6
2022-02-10,go,apache-2.0,azure,6
2022-02-10,go,apache-2.0,cnb,6
2022-02-10,go,apache-2.0,istio,6
2022-02-10,go,apache-2.0,linux,6
2022-02-10,go,apache-2.0,messaging,6
2022-02-10,go,apache-2.0,mongodb,6
2022-02-10,go,apache-2.0,oauth2,6
2022-02-10,go,apache-2.0,openapi,6
2022-02-10,go,apache-2.0,openid-connect,6
2022-02-10,go,apache-2.0,proxy,6
2022-02-10,go,apache-2.0,s3,6
2022-02-10,go,apache-2.0,sql,6
2022-02-10,go,apache-2.0,storage,6
