ds,language,license_key,topic,repo_count
2022-03-31,elixir,,elixir,11
2022-03-31,elixir,,phoenix,4
2022-03-31,elixir,,liveview,3
2022-03-31,elixir,,phoenix-framework,3
2022-03-31,elixir,,docker,2
2022-03-31,elixir,,elixir-lang,2
2022-03-31,elixir,,ruby,2
2022-03-31,elixir,,telemetry,2
2022-03-31,elixir,agpl-3.0,elixir,4
2022-03-31,elixir,agpl-3.0,activitypub,2
2022-03-31,elixir,agpl-3.0,decentralized,2
2022-03-31,elixir,agpl-3.0,phoenix,2
2022-03-31,elixir,agpl-3.0,tailwindcss,2
2022-03-31,elixir,apache-2.0,elixir,9
2022-03-31,elixir,apache-2.0,membrane,4
2022-03-31,elixir,apache-2.0,dtls,2
2022-03-31,elixir,apache-2.0,dtls-srtp,2
2022-03-31,elixir,apache-2.0,phoenix,2
2022-03-31,elixir,gpl-3.0,elixir,2
2022-03-31,elixir,mit,elixir,16
2022-03-31,elixir,mit,elixir-lang,3
2022-03-31,elixir,mit,cryptocurrency,2
2022-03-31,elixir,mit,data-science,2
2022-03-31,elixir,mit,phoenix,2
2022-03-31,elixir,mit,phoenix-framework,2
2022-03-31,elixir,mit,trading,2
2022-03-31,elixir,other,elixir,2
2022-03-31,erlang,,erlang,2
2022-03-31,erlang,,iot,2
2022-03-31,erlang,,mqtt,2
2022-03-31,erlang,apache-2.0,erlang,3
2022-03-31,erlang,apache-2.0,erlang-library,2
2022-03-31,erlang,gpl-2.0,chat,2
2022-03-31,erlang,gpl-2.0,erlang,2
2022-03-31,erlang,gpl-2.0,jabber,2
2022-03-31,erlang,gpl-2.0,messaging,2
2022-03-31,erlang,gpl-2.0,xmpp,2
2022-03-31,erlang,mit,erlang,2
2022-03-31,go,,golang,8
2022-03-31,go,,go,4
2022-03-31,go,,kubernetes,2
2022-03-31,go,agpl-3.0,golang,10
2022-03-31,go,agpl-3.0,go,6
2022-03-31,go,agpl-3.0,security,4
2022-03-31,go,agpl-3.0,hacktoberfest,3
2022-03-31,go,agpl-3.0,react,3
2022-03-31,go,agpl-3.0,blockchain,2
2022-03-31,go,agpl-3.0,bot,2
2022-03-31,go,agpl-3.0,discord,2
2022-03-31,go,agpl-3.0,discordapp,2
2022-03-31,go,agpl-3.0,encryption,2
2022-03-31,go,agpl-3.0,google-cloud-storage,2
2022-03-31,go,agpl-3.0,linux,2
2022-03-31,go,agpl-3.0,pmm,2
2022-03-31,go,agpl-3.0,privacy,2
2022-03-31,go,agpl-3.0,s3,2
2022-03-31,go,agpl-3.0,storage,2
2022-03-31,go,agpl-3.0,webdav,2
2022-03-31,go,apache-2.0,kubernetes,125
2022-03-31,go,apache-2.0,golang,106
2022-03-31,go,apache-2.0,go,68
2022-03-31,go,apache-2.0,hacktoberfest,36
2022-03-31,go,apache-2.0,docker,29
2022-03-31,go,apache-2.0,containers,27
2022-03-31,go,apache-2.0,cloud-native,22
2022-03-31,go,apache-2.0,k8s,20
2022-03-31,go,apache-2.0,security,20
2022-03-31,go,apache-2.0,operator,15
2022-03-31,go,apache-2.0,grpc,14
2022-03-31,go,apache-2.0,prometheus,14
2022-03-31,go,apache-2.0,monitoring,13
2022-03-31,go,apache-2.0,aws,12
2022-03-31,go,apache-2.0,gitops,12
2022-03-31,go,apache-2.0,microservice,12
2022-03-31,go,apache-2.0,cli,11
2022-03-31,go,apache-2.0,database,11
2022-03-31,go,apache-2.0,devops,11
2022-03-31,go,apache-2.0,observability,11
2022-03-31,go,apache-2.0,blockchain,10
2022-03-31,go,apache-2.0,distributed-systems,10
2022-03-31,go,apache-2.0,cloud,9
2022-03-31,go,apache-2.0,cncf,9
2022-03-31,go,apache-2.0,helm,9
2022-03-31,go,apache-2.0,metrics,9
2022-03-31,go,apache-2.0,microservices,9
2022-03-31,go,apache-2.0,container,8
2022-03-31,go,apache-2.0,istio,8
2022-03-31,go,apache-2.0,networking,8
2022-03-31,go,apache-2.0,serverless,8
2022-03-31,go,apache-2.0,framework,7
2022-03-31,go,apache-2.0,gcp,7
2022-03-31,go,apache-2.0,oci,7
2022-03-31,go,apache-2.0,openshift,7
2022-03-31,go,apache-2.0,redis,7
2022-03-31,go,apache-2.0,s3,7
2022-03-31,go,apache-2.0,service-mesh,7
2022-03-31,go,apache-2.0,terraform,7
2022-03-31,go,apache-2.0,backup,6
2022-03-31,go,apache-2.0,infrastructure,6
2022-03-31,go,apache-2.0,iot,6
2022-03-31,go,apache-2.0,openapi,6
2022-03-31,go,apache-2.0,postgresql,6
2022-03-31,go,apache-2.0,storage,6
2022-03-31,go,apache-2.0,testing,6
2022-03-31,go,apache-2.0,alerting,5
2022-03-31,go,apache-2.0,authorization,5
2022-03-31,go,apache-2.0,azure,5
2022-03-31,go,apache-2.0,cni,5
2022-03-31,go,apache-2.0,continuous-delivery,5
2022-03-31,go,apache-2.0,dataops,5
2022-03-31,go,apache-2.0,http,5
2022-03-31,go,apache-2.0,kubectl,5
2022-03-31,go,apache-2.0,kubernetes-cluster,5
2022-03-31,go,apache-2.0,kubernetes-operator,5
2022-03-31,go,apache-2.0,linux,5
2022-03-31,go,apache-2.0,oauth2,5
2022-03-31,go,apache-2.0,proxy,5
2022-03-31,go,apache-2.0,registry,5
2022-03-31,go,apache-2.0,reverse-proxy,5
2022-03-31,go,apache-2.0,sql,5
2022-03-31,go,apache-2.0,testing-tools,5
