ds,sortby,pushed,language,repo_count,repo_data_count
2022-03-24,stars,001_1week,go,2357,1000
2022-03-24,stars,001_1week,rust,1177,1000
2022-03-24,stars,001_1week,haskell,163,163
2022-03-24,stars,001_1week,elixir,136,136
2022-03-24,stars,001_1week,ocaml,47,47
2022-03-24,stars,001_1week,erlang,18,18
2022-03-24,stars,001_1week,ada,12,12
2022-03-24,stars,001_1week,coq,9,9
2022-03-24,stars,001_1week,sml,7,7
2022-03-24,stars,001_1week,lean,6,6
2022-03-24,stars,001_1week,agda,4,4
2022-03-24,stars,001_1week,idris,4,4
2022-03-24,stars,001_1week,isabelle,4,4
2022-03-24,stars,001_1week,tla,2,2
