ds,language,license_key,topic,repo_count
2022-03-10,agda,gpl-3.0,agda,2
2022-03-10,coq,mit,coq,2
2022-03-10,elixir,,elixir,10
2022-03-10,elixir,,phoenix,4
2022-03-10,elixir,,phoenix-framework,3
2022-03-10,elixir,,liveview,2
2022-03-10,elixir,agpl-3.0,elixir,3
2022-03-10,elixir,agpl-3.0,phoenix,3
2022-03-10,elixir,agpl-3.0,tailwindcss,2
2022-03-10,elixir,apache-2.0,elixir,12
2022-03-10,elixir,apache-2.0,elixir-lang,4
2022-03-10,elixir,apache-2.0,phoenix,3
2022-03-10,elixir,apache-2.0,nerves,2
2022-03-10,elixir,gpl-3.0,elixir,3
2022-03-10,elixir,mit,elixir,16
2022-03-10,elixir,mit,phoenix,7
2022-03-10,elixir,mit,postgresql,3
2022-03-10,elixir,mit,elixir-lang,2
2022-03-10,elixir,mit,phoenix-framework,2
2022-03-10,erlang,apache-2.0,erlang,3
2022-03-10,erlang,apache-2.0,erlang-library,2
2022-03-10,erlang,gpl-2.0,chat,2
2022-03-10,erlang,gpl-2.0,erlang,2
2022-03-10,erlang,gpl-2.0,jabber,2
2022-03-10,erlang,gpl-2.0,messaging,2
2022-03-10,erlang,gpl-2.0,xmpp,2
2022-03-10,erlang,other,erlang,3
2022-03-10,go,,golang,5
2022-03-10,go,,go,2
2022-03-10,go,agpl-3.0,golang,6
2022-03-10,go,agpl-3.0,go,5
2022-03-10,go,agpl-3.0,hacktoberfest,3
2022-03-10,go,agpl-3.0,monitoring,3
2022-03-10,go,agpl-3.0,security,3
2022-03-10,go,agpl-3.0,google-cloud-storage,2
2022-03-10,go,agpl-3.0,prometheus,2
2022-03-10,go,agpl-3.0,react,2
2022-03-10,go,agpl-3.0,s3,2
2022-03-10,go,agpl-3.0,self-hosted,2
2022-03-10,go,agpl-3.0,smtp,2
2022-03-10,go,agpl-3.0,storage,2
2022-03-10,go,apache-2.0,kubernetes,126
2022-03-10,go,apache-2.0,golang,94
2022-03-10,go,apache-2.0,go,65
2022-03-10,go,apache-2.0,hacktoberfest,41
2022-03-10,go,apache-2.0,docker,30
2022-03-10,go,apache-2.0,containers,27
2022-03-10,go,apache-2.0,cloud-native,26
2022-03-10,go,apache-2.0,k8s,22
2022-03-10,go,apache-2.0,security,20
2022-03-10,go,apache-2.0,devops,16
2022-03-10,go,apache-2.0,observability,15
2022-03-10,go,apache-2.0,monitoring,14
2022-03-10,go,apache-2.0,operator,14
2022-03-10,go,apache-2.0,aws,13
2022-03-10,go,apache-2.0,prometheus,13
2022-03-10,go,apache-2.0,cli,12
2022-03-10,go,apache-2.0,cloud,12
2022-03-10,go,apache-2.0,gitops,12
2022-03-10,go,apache-2.0,blockchain,11
2022-03-10,go,apache-2.0,database,11
2022-03-10,go,apache-2.0,grpc,11
2022-03-10,go,apache-2.0,terraform,11
2022-03-10,go,apache-2.0,cncf,10
2022-03-10,go,apache-2.0,container,10
2022-03-10,go,apache-2.0,helm,10
2022-03-10,go,apache-2.0,metrics,10
2022-03-10,go,apache-2.0,microservice,9
2022-03-10,go,apache-2.0,openshift,9
2022-03-10,go,apache-2.0,serverless,9
2022-03-10,go,apache-2.0,distributed-systems,8
2022-03-10,go,apache-2.0,gcp,8
2022-03-10,go,apache-2.0,oci,8
2022-03-10,go,apache-2.0,s3,8
2022-03-10,go,apache-2.0,authorization,7
2022-03-10,go,apache-2.0,azure,7
2022-03-10,go,apache-2.0,istio,7
2022-03-10,go,apache-2.0,microservices,7
2022-03-10,go,apache-2.0,networking,7
2022-03-10,go,apache-2.0,service-mesh,7
2022-03-10,go,apache-2.0,continuous-delivery,6
2022-03-10,go,apache-2.0,http,6
2022-03-10,go,apache-2.0,iot,6
2022-03-10,go,apache-2.0,kubernetes-cluster,6
2022-03-10,go,apache-2.0,library,6
2022-03-10,go,apache-2.0,oauth2,6
2022-03-10,go,apache-2.0,orchestration,6
2022-03-10,go,apache-2.0,postgresql,6
2022-03-10,go,apache-2.0,registry,6
2022-03-10,go,apache-2.0,security-tools,6
2022-03-10,go,apache-2.0,ssh,6
2022-03-10,go,apache-2.0,storage,6
2022-03-10,go,apache-2.0,testing,6
2022-03-10,go,apache-2.0,authentication,5
2022-03-10,go,apache-2.0,automation,5
2022-03-10,go,apache-2.0,backup,5
2022-03-10,go,apache-2.0,cluster,5
2022-03-10,go,apache-2.0,cni,5
2022-03-10,go,apache-2.0,dns,5
2022-03-10,go,apache-2.0,grafana,5
2022-03-10,go,apache-2.0,infrastructure,5
2022-03-10,go,apache-2.0,kubernetes-operator,5
2022-03-10,go,apache-2.0,linux,5
2022-03-10,go,apache-2.0,messaging,5
2022-03-10,go,apache-2.0,openapi,5
2022-03-10,go,apache-2.0,openid-connect,5
2022-03-10,go,apache-2.0,performance,5
2022-03-10,go,apache-2.0,proxy,5
2022-03-10,go,apache-2.0,redis,5
2022-03-10,go,apache-2.0,reverse-proxy,5
2022-03-10,go,apache-2.0,sdk,5
2022-03-10,go,apache-2.0,sql,5
2022-03-10,go,apache-2.0,time-series,5
2022-03-10,go,apache-2.0,alerting,4
2022-03-10,go,apache-2.0,cache,4
2022-03-10,go,apache-2.0,cloudnative,4
2022-03-10,go,apache-2.0,configuration-management,4
2022-03-10,go,apache-2.0,container-image,4
2022-03-10,go,apache-2.0,controller,4
2022-03-10,go,apache-2.0,crd,4
2022-03-10,go,apache-2.0,databases,4
2022-03-10,go,apache-2.0,dockerfile,4
2022-03-10,go,apache-2.0,faas,4
2022-03-10,go,apache-2.0,framework,4
2022-03-10,go,apache-2.0,iac,4
2022-03-10,go,apache-2.0,k3s,4
2022-03-10,go,apache-2.0,key-value,4
2022-03-10,go,apache-2.0,knative,4
2022-03-10,go,apache-2.0,oauth,4
2022-03-10,go,apache-2.0,object-storage,4
2022-03-10,go,apache-2.0,oci-image,4
2022-03-10,go,apache-2.0,oidc,4
2022-03-10,go,apache-2.0,open-source,4
2022-03-10,go,apache-2.0,pubsub,4
2022-03-10,go,apache-2.0,static-analysis,4
2022-03-10,go,apache-2.0,tls,4
2022-03-10,go,apache-2.0,ab-testing,3
2022-03-10,go,apache-2.0,ach,3
2022-03-10,go,apache-2.0,api,3
2022-03-10,go,apache-2.0,api-gateway,3
2022-03-10,go,apache-2.0,banking,3
2022-03-10,go,apache-2.0,bare-metal,3
2022-03-10,go,apache-2.0,certificate,3
2022-03-10,go,apache-2.0,cluster-api,3
2022-03-10,go,apache-2.0,control-plane,3
2022-03-10,go,apache-2.0,dashboard,3
2022-03-10,go,apache-2.0,dataops,3
2022-03-10,go,apache-2.0,devops-tools,3
2022-03-10,go,apache-2.0,devsecops,3
2022-03-10,go,apache-2.0,distributed-storage,3
2022-03-10,go,apache-2.0,docker-image,3
2022-03-10,go,apache-2.0,ebpf,3
2022-03-10,go,apache-2.0,edge,3
2022-03-10,go,apache-2.0,edge-computing,3
2022-03-10,go,apache-2.0,eks,3
2022-03-10,go,apache-2.0,encryption,3
2022-03-10,go,apache-2.0,fabric,3
2022-03-10,go,apache-2.0,fintech,3
2022-03-10,go,apache-2.0,gin,3
2022-03-10,go,apache-2.0,golang-library,3
2022-03-10,go,apache-2.0,hyperledger,3
2022-03-10,go,apache-2.0,identity,3
2022-03-10,go,apache-2.0,infrastructure-as-code,3
2022-03-10,go,apache-2.0,ipfs,3
2022-03-10,go,apache-2.0,kong,3
2022-03-10,go,apache-2.0,kubernetes-deployment,3
2022-03-10,go,apache-2.0,kubernetes-networking,3
2022-03-10,go,apache-2.0,kubernetes-secrets,3
2022-03-10,go,apache-2.0,kustomize,3
2022-03-10,go,apache-2.0,letsencrypt,3
2022-03-10,go,apache-2.0,mongodb,3
2022-03-10,go,apache-2.0,multi-cloud,3
2022-03-10,go,apache-2.0,multi-cluster,3
2022-03-10,go,apache-2.0,multiplayer,3
2022-03-10,go,apache-2.0,mysql,3
2022-03-10,go,apache-2.0,octo-correct-managed,3
2022-03-10,go,apache-2.0,openstack,3
2022-03-10,go,apache-2.0,policy,3
2022-03-10,go,apache-2.0,posix,3
2022-03-10,go,apache-2.0,prometheus-exporter,3
2022-03-10,go,apache-2.0,python,3
2022-03-10,go,apache-2.0,rbac,3
2022-03-10,go,apache-2.0,realtime,3
2022-03-10,go,apache-2.0,replication,3
2022-03-10,go,apache-2.0,rest-api,3
2022-03-10,go,apache-2.0,self-hosted,3
2022-03-10,go,apache-2.0,server,3
2022-03-10,go,apache-2.0,servicemesh,3
2022-03-10,go,apache-2.0,slo,3
2022-03-10,go,apache-2.0,smart-contracts,3
2022-03-10,go,apache-2.0,sso,3
2022-03-10,go,apache-2.0,swagger,3
2022-03-10,go,apache-2.0,terraform-provider,3
2022-03-10,go,apache-2.0,tidb,3
2022-03-10,go,apache-2.0,tool,3
2022-03-10,go,apache-2.0,tsdb,3
2022-03-10,go,apache-2.0,vault,3
2022-03-10,go,apache-2.0,virtualization,3
2022-03-10,go,apache-2.0,workflows,3
2022-03-10,go,apache-2.0,access-control,2
2022-03-10,go,apache-2.0,ach-origination,2
2022-03-10,go,apache-2.0,adblock,2
2022-03-10,go,apache-2.0,agent,2
